EmployeeNumber,Age,Department,Education,EducationField,Gender,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion
1912,31,Sales,2,Medical,Female,Sales Executive,4,6583,3,8,5,1
1915,34,Sales,1,Medical,Female,Sales Executive,4,8103,3,9,4,0
1916,31,Research & Development,3,Medical,Female,Laboratory Technician,3,3978,3,4,2,2
1918,26,Research & Development,3,Other,Male,Laboratory Technician,4,2544,3,8,7,7
1922,45,Research & Development,4,Medical,Male,Healthcare Representative,3,5399,3,12,4,0
1924,33,Sales,4,Marketing,Male,Sales Executive,3,5487,3,10,10,0
1927,28,Sales,2,Life Sciences,Male,Sales Executive,4,6834,3,7,7,0
1928,29,Sales,3,Technical Degree,Male,Sales Representative,1,1091,3,1,1,0
1929,39,Sales,4,Life Sciences,Female,Sales Executive,3,5736,3,10,3,1
1931,27,Research & Development,4,Technical Degree,Male,Research Scientist,2,2226,3,6,5,1
1932,34,Research & Development,4,Other,Male,Research Scientist,4,5747,3,16,15,6
1933,28,Sales,2,Marketing,Female,Sales Executive,3,9854,3,6,2,2
1934,47,Research & Development,4,Technical Degree,Male,Research Scientist,2,5467,3,16,8,1
1935,56,Sales,5,Marketing,Female,Sales Executive,1,5380,3,6,0,0
1936,39,Research & Development,2,Medical,Male,Manufacturing Director,1,5151,4,10,10,7
1937,38,Research & Development,3,Medical,Female,Research Scientist,2,2133,3,20,20,0
1938,58,Sales,3,Life Sciences,Female,Manager,4,17875,3,29,1,0
1939,32,Research & Development,2,Life Sciences,Female,Research Scientist,3,2432,3,8,4,0
1940,38,Research & Development,2,Life Sciences,Male,Research Scientist,4,4771,3,10,5,0
1941,49,Research & Development,1,Life Sciences,Male,Research Director,4,19161,3,28,5,4
1943,42,Sales,4,Marketing,Male,Sales Executive,4,5087,3,14,0,0
1944,27,Human Resources,3,Human Resources,Female,Human Resources,2,2863,3,1,1,0
1945,35,Sales,4,Medical,Male,Sales Executive,1,5561,3,6,5,0
1947,28,Research & Development,3,Medical,Male,Research Scientist,3,2144,3,5,5,1
1948,31,Research & Development,2,Medical,Male,Research Scientist,1,3065,3,4,4,2
1949,36,Research & Development,4,Life Sciences,Male,Laboratory Technician,2,2810,4,5,5,0
1950,34,Sales,3,Marketing,Male,Sales Executive,4,9888,4,14,14,2
1951,34,Sales,4,Medical,Male,Sales Executive,3,8628,3,9,8,1
1952,26,Research & Development,3,Medical,Male,Laboratory Technician,1,2867,3,8,7,7
1954,29,Research & Development,3,Life Sciences,Male,Healthcare Representative,1,5373,3,6,5,0
1955,32,Research & Development,4,Medical,Female,Healthcare Representative,4,6667,3,9,5,1
1956,31,Research & Development,3,Life Sciences,Male,Research Scientist,1,5003,4,10,10,8
1960,28,Research & Development,3,Technical Degree,Male,Laboratory Technician,4,2367,3,6,4,0
1961,38,Sales,3,Life Sciences,Male,Sales Representative,1,2858,3,20,1,0
1962,35,Sales,4,Life Sciences,Female,Sales Executive,4,5204,3,10,10,0
1965,27,Sales,3,Marketing,Male,Sales Executive,4,4105,3,7,7,0
1966,32,Research & Development,4,Life Sciences,Male,Manufacturing Director,4,9679,4,8,1,0
1967,31,Sales,4,Marketing,Male,Sales Executive,4,5617,3,10,10,0
1968,53,Sales,4,Life Sciences,Male,Sales Executive,1,10448,3,15,2,2
1969,54,Research & Development,2,Life Sciences,Female,Research Scientist,3,2897,3,9,4,2
1970,33,Research & Development,2,Life Sciences,Male,Healthcare Representative,3,5968,4,9,9,2
1971,43,Research & Development,3,Life Sciences,Male,Healthcare Representative,3,7510,3,10,10,0
1972,38,Human Resources,4,Other,Male,Human Resources,2,2991,3,7,6,1
1973,55,Human Resources,4,Human Resources,Male,Manager,2,19636,3,35,10,1
1974,31,Research & Development,1,Medical,Female,Laboratory Technician,4,1129,3,1,1,0
1975,39,Sales,4,Marketing,Male,Sales Executive,1,13341,3,21,20,11
1976,42,Research & Development,2,Life Sciences,Male,Research Scientist,3,4332,3,20,20,3
1979,31,Research & Development,3,Medical,Female,Research Director,3,11031,4,13,11,4
1980,54,Research & Development,3,Medical,Female,Manufacturing Director,1,4440,3,9,5,1
1981,24,Research & Development,2,Life Sciences,Male,Healthcare Representative,3,4617,3,4,4,1
1982,23,Research & Development,2,Other,Male,Laboratory Technician,4,2647,3,5,5,1
1985,40,Research & Development,3,Technical Degree,Female,Laboratory Technician,3,6323,3,10,10,9
1986,40,Sales,2,Marketing,Female,Sales Executive,2,5677,3,15,11,5
1987,25,Human Resources,3,Human Resources,Female,Human Resources,2,2187,3,6,2,1
1989,30,Research & Development,2,Medical,Male,Laboratory Technician,2,3748,3,12,12,1
1992,25,Research & Development,1,Other,Male,Laboratory Technician,3,3977,3,7,2,0
1993,47,Research & Development,3,Medical,Male,Healthcare Representative,3,8633,4,25,17,12
1994,33,Research & Development,2,Medical,Male,Laboratory Technician,3,2008,3,1,1,0
1995,38,Sales,4,Life Sciences,Male,Sales Executive,2,4440,3,16,15,5
1996,31,Sales,2,Life Sciences,Male,Sales Representative,3,3067,3,3,2,1
1997,38,Research & Development,4,Life Sciences,Male,Manufacturing Director,3,5321,3,10,8,7
1998,42,Research & Development,4,Life Sciences,Male,Research Scientist,1,5410,3,9,4,1
1999,41,Research & Development,3,Life Sciences,Male,Research Scientist,4,2782,4,12,5,1
2000,47,Research & Development,1,Medical,Female,Research Director,2,11957,3,14,13,5
2003,35,Research & Development,4,Medical,Male,Laboratory Technician,3,2660,3,5,2,2
2007,22,Research & Development,2,Life Sciences,Male,Research Scientist,3,3375,3,4,3,1
2008,35,Research & Development,4,Medical,Male,Research Scientist,3,5098,3,10,10,0
2009,33,Research & Development,2,Medical,Female,Healthcare Representative,4,4878,3,10,9,8
2010,32,Research & Development,4,Life Sciences,Female,Laboratory Technician,2,2837,3,6,6,4
2012,40,Research & Development,4,Life Sciences,Male,Laboratory Technician,4,2406,3,8,1,0
2013,32,Sales,4,Medical,Male,Sales Representative,2,2269,3,3,2,2
2014,39,Research & Development,1,Life Sciences,Male,Research Scientist,4,4108,3,18,7,1
2015,38,Research & Development,3,Medical,Female,Research Director,3,13206,3,20,18,1
2016,32,Sales,4,Marketing,Female,Sales Executive,4,10422,3,14,14,5
2017,37,Research & Development,3,Life Sciences,Female,Research Director,4,13744,4,16,16,6
2018,25,Sales,2,Other,Female,Sales Executive,3,4907,4,6,5,0
2019,52,Sales,4,Life Sciences,Male,Sales Representative,4,3482,3,16,9,0
2020,44,Research & Development,3,Medical,Male,Research Scientist,4,2436,3,6,4,1
2021,21,Sales,1,Medical,Male,Sales Representative,1,2380,3,2,2,1
2022,39,Research & Development,3,Life Sciences,Male,Manager,4,19431,3,21,6,1
2023,23,Sales,3,Marketing,Male,Sales Representative,1,1790,3,1,1,1
2024,36,Sales,3,Medical,Female,Sales Executive,4,7644,3,10,9,3
2025,36,Research & Development,2,Life Sciences,Female,Manufacturing Director,2,5131,3,18,4,0
2026,56,Research & Development,4,Life Sciences,Male,Healthcare Representative,3,6306,4,13,13,1
2027,29,Research & Development,4,Medical,Male,Research Scientist,4,4787,3,4,2,2
2031,42,Research & Development,3,Life Sciences,Male,Manager,3,18880,3,24,22,4
2032,56,Research & Development,2,Technical Degree,Male,Laboratory Technician,3,2339,3,14,10,9
2034,41,Research & Development,4,Life Sciences,Female,Manufacturing Director,2,13570,4,21,20,0
2035,34,Sales,3,Marketing,Female,Sales Executive,3,6712,4,8,8,1
2036,36,Sales,4,Marketing,Male,Sales Executive,4,5406,4,15,15,11
2037,41,Sales,3,Life Sciences,Male,Sales Executive,2,8938,3,14,5,0
2038,32,Research & Development,3,Technical Degree,Male,Research Scientist,1,2439,3,4,4,1
2040,35,Human Resources,4,Life Sciences,Female,Human Resources,4,8837,3,9,9,1
2041,38,Sales,2,Life Sciences,Female,Sales Executive,4,5343,3,10,10,1
2044,50,Sales,4,Life Sciences,Male,Sales Executive,3,6728,3,12,6,0
2045,36,Sales,4,Marketing,Female,Sales Executive,4,6652,3,8,6,0
2046,45,Sales,3,Life Sciences,Female,Sales Executive,3,4850,3,8,5,0
2048,40,Research & Development,4,Life Sciences,Male,Research Scientist,3,2809,3,8,2,2
2049,35,Research & Development,4,Life Sciences,Male,Healthcare Representative,3,5689,3,10,10,0
2051,40,Research & Development,4,Medical,Female,Research Scientist,3,2001,3,20,5,0
2052,35,Research & Development,4,Life Sciences,Female,Research Scientist,4,2977,3,4,4,1
2053,29,Research & Development,2,Other,Male,Laboratory Technician,2,4025,3,10,4,0
2054,29,Research & Development,4,Medical,Female,Research Scientist,1,3785,3,5,5,0
2055,50,Sales,3,Marketing,Male,Sales Executive,1,10854,3,20,3,2
2056,39,Sales,1,Marketing,Female,Sales Executive,4,12031,3,21,20,9
2057,31,Research & Development,3,Medical,Male,Manufacturing Director,1,9936,3,10,9,1
2060,26,Sales,3,Other,Female,Sales Representative,3,2966,3,5,4,0
2061,36,Research & Development,2,Medical,Male,Laboratory Technician,4,2571,3,17,5,0
2062,39,Research & Development,1,Medical,Male,Healthcare Representative,1,9991,3,9,7,1
2064,27,Research & Development,3,Life Sciences,Male,Manufacturing Director,2,6142,4,6,6,0
2065,49,Sales,3,Medical,Male,Sales Executive,2,5390,3,17,9,0
2068,34,Research & Development,3,Medical,Male,Laboratory Technician,3,4404,3,6,4,1
